NOM	CARRER	NÚM.	DISTRICTE	BARRI	CODI POSTAL	LOCALITAT	REGIÓ	PAÍS	LATITUD	LONGITUD	TELÈFON 1	TELÈFON 2	EMAIL
Restaurant Bonaire	C Buenos Aires	48	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.392781488888886	2.147756388888889	+34 934109867	FRITOS Y MARISCOS SL	---
Granja Restaurant La Tassa	C Comtes de Bell-lloc	118	Sants-Montjuïc	Sants	08014	BARCELONA	BARCELONA	ESPANYA	41.38138908611111	2.136835027777778	MONDELO ALVAREZ LUZDIVINA	---	---
Il Caffe di Francesco *Pau Claris	Pau Claris	75	Eixample	la Dreta de l'Eixample	08010	BARCELONA	BARCELONA	ESPANYA	41.389041875	2.1718221388888885	+34 934126011	MEGACAFE, SL	---
Restaurant El Celler dels Avis	C Liuva	47	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.43113773333333	2.1922402777777776	+34 933453647	+34 933453647	---
Restaurant Tutto Pasta	C Santjoanistes	28	Sarrià-Sant Gervasi	el Putxet i el Farró	08006	BARCELONA	BARCELONA	ESPANYA	41.402253325	2.146447833333333	+34 932005541	SANZ BARBERA M CARMEN	---
Restaurant Petit Mercat	C Santaló	153	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.400435877777774	2.1396956944444443	CROS MARFULL EDUARDO	---	---
Restaurant Harrison Foc	Pl Tetuan	14	Eixample	la Dreta de l'Eixample	08010	BARCELONA	BARCELONA	ESPANYA	41.394546102777774	2.174584361111111	+34 932657246	+34 932657662	harrison@harrisonrestaurant.com
Restaurant Entre Londres y Paris	C Casanova	167	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.39175398888889	2.150177472222222	+34 934309030	+34 934309030	entrelondresyparis@hotmail.com
Restaurant El Jaguar	Emèrita Augusta	10	Les Corts	la Maternitat i Sant Ramon	08028	BARCELONA	BARCELONA	ESPANYA	41.37918694166667	2.1261204444444446	+34 933306313	PASCUAL DONCEL MANUELA	---
Restaurant Braseria La Llosa	C Enric Granados	108	Eixample	l'Antiga Esquerra de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.393715227777776	2.154732111111111	+34 932171069	HIDALGO ORIVE LUIS	---
Restaurant Ciao Pizzeria	C Tenor Masini	16	Sants-Montjuïc	Sants	08028	BARCELONA	BARCELONA	ESPANYA	41.376319011111114	2.132309222222222	+34 933301028	GURNARI GIACOMO	---
Restaurant El Safareig	C Taulat	42	Sant Martí	el Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.398761819444445	2.204939888888889	+34 932252403	ESTEVE PICAS SCP	---
Restaurant Asador de Ariza	G.V. Corts Catalanes	1075*1077	Sant Martí	Sant Martí de Provençals	08020	BARCELONA	BARCELONA	ESPANYA	41.416162880555554	2.202751638888889	+34 933148519	RESTAURANTE GREGOMAR, SL	---
Bar Restaurant Compostela	Dos de Maig	274	Sant Martí	el Camp de l'Arpa del Clot	08025	BARCELONA	BARCELONA	ESPANYA	41.409241630555556	2.1793373333333332	+34 934556114	SERVICIOS DE RESTAURACION COMPOSTELA,	---
Restaurant Windsor	C Còrsega	286	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.394674425	2.1570739722222223	+34 934158483	+34 932377588	info@restaurantwindsor.com
Restaurant El Mussol *Avinguda Diagonal	Av Diagonal	488	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.39561456388889	2.154918361111111	+34 934161553	+34 934155749	amg@amgrup.com
Bar Aulazero	Pg Santa Eulàlia	25	Sarrià-Sant Gervasi	Sarrià	08017	BARCELONA	BARCELONA	ESPANYA	41.40329878611111	2.1122181388888888	+34 935971313	NARVAEZ ECHEGARAY FRANCISCO ILDEFONSO	---
Borne 18	Pg Born	18	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38447658888889	2.182791472222222	+34 933193612	ZAFRA RUIZ ANDRES	---
Bar Bon-Sarri	Av Diagonal	477	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.39278518333333	2.1456778888888888	+34 934392939	FERRES CAPARA JOSEFINA	---
Restaurant La Moreneta	C Consell de Cent	401	Eixample	la Dreta de l'Eixample	08009	BARCELONA	BARCELONA	ESPANYA	41.39527677777778	2.1710875277777775	+34 932312726	VERGES ICART MARTA	---
Restaurant Maestrazgo	C Indústria	124	Eixample	la Sagrada Família	08025	BARCELONA	BARCELONA	ESPANYA	41.408006763888885	2.1725429999999997	+34 933474696	GUARCH GRACIA, PEDRO	---
Bar Restaurant La Parrillada	C Foneria	37	Sants-Montjuïc	la Marina de Port	08038	BARCELONA	BARCELONA	ESPANYA	41.360975197222224	2.139544638888889	+34 934219388	LARRAGA PASAMAR JOSE	---
Bar Restaurant Panchito *Madrazo	C Madrazo	135	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.396533777777776	2.1442129444444444	+34 932094146	MARTIN CANDELA BLANCA R	---
Botiga del Te i Cafè S.L.	Pl Doctor Letamendi	30*33	Eixample	l'Antiga Esquerra de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38922300555556	2.1613671388888887	+34 934541675	LA BOTIGA DEL TE I CAFESL	---
Restaurant Farigola	C Llull	169	Sant Martí	el Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.40041285833333	2.201199888888889	+34 933097887	RESTAURANTE FARIGOLA SL	---
Restaurant La Yaya Amelia *Sardenya	C Sardenya	364	Eixample	la Sagrada Família	08025	BARCELONA	BARCELONA	ESPANYA	41.40558849722222	2.170611222222222	+34 934564573	GARCIA AGUARON AMELIA	---
Bar La Playa	C Comte de Santa Clara	81	Ciutat Vella	la Barceloneta	08003	BARCELONA	BARCELONA	ESPANYA	41.376336475	2.1900933888888887	+34 932216564	+34 932215027	---
Restaurant  Fontana	C Gran de Gràcia	180	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.40285291111111	2.1525102777777776	+34 932189389	RICARDO Y JOSE RAMON GALARZAPIQUER CB	---
Cafeteria Restaurant Cafè de l'Òpera	C la Rambla	74	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38088244722222	2.1737640833333334	+34 933024180	+34 933177585	---
Bar El Vermutito	C Mallorca	211	Eixample	l'Antiga Esquerra de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.39062852777778	2.158119138888889	+34 934531023	EL VERMUTITO SCP	---
Restaurant Xinès Confucio 2	Pelai	5	Eixample	la Dreta de l'Eixample	08001	BARCELONA	BARCELONA	ESPANYA	41.38589077222222	2.166127527777778	+34 933188030	+34 933014585	---
Cafeteria Il Capriccio del Caffe	Comte Borrell	51	Eixample	Sant Antoni	08015	BARCELONA	BARCELONA	ESPANYA	41.377340036111114	2.1624724166666667	+34 934429246	BORRELL 51 SL	---
Restaurant cafeteria La Mossegada	G.V. Corts Catalanes	1040	Sant Martí	Provençals del Poblenou	08020	BARCELONA	BARCELONA	ESPANYA	41.41275316111111	2.2005161111111113	+34 933030058	HERRERA MOLEON CECILIO	---
Restaurant Taberna Telesforo	Vallespir	184	Les Corts	les Corts	08014	BARCELONA	BARCELONA	ESPANYA	41.38390504722222	2.1341652777777775	+34 934905302	+34 934905302	---
Restaurant Xinès Catalunya	Av Madrid	100	Sants-Montjuïc	Sants - Badal	08028	BARCELONA	BARCELONA	ESPANYA	41.37856348333333	2.1279355555555557	+34 934915066	ZHOU RUXIANG	---
Restaurant Namasté*Entença	C Entença	137	Eixample	la Nova Esquerra de l'Eixample	08015	BARCELONA	BARCELONA	ESPANYA	41.381845419444446	2.147476277777778	+34 932261919	+34 933458065	---
Restaurant l'Ametller	C Pau Claris	155	Eixample	la Dreta de l'Eixample	08009	BARCELONA	BARCELONA	ESPANYA	41.39460134722222	2.1644538888888887	+34 932154405	+34 932154405	---
Restaurant Arketipus	C Comte d'Urgell	280	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.391531980555555	2.14636925	+34 934104300	CRATECOR SL	---
Restaurant Cafeteria Girac	C Mallorca	272	Eixample	la Dreta de l'Eixample	08037	BARCELONA	BARCELONA	ESPANYA	41.39514498055556	2.1644842777777775	+34 932158538	---	---
Restaurant Café de Madeira	Av Paral.lel	169	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.37481469722222	2.1561913055555553	+34 933253938	FATINEL SL	---
Restaurant El Caseron	Berlín	71	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.38379458055555	2.139822888888889	+34 934109680	MARTINEZ ENRIQUEZ SABINO	---
Charlot Cafe	Aribau	67	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.388771383333335	2.1586414166666668	+34 934511565	+34 933499899	charlotcafe@hotmail.com
Sandwicheria Atlas	C Còrsega	339	Gràcia	la Vila de Gràcia	08037	BARCELONA	BARCELONA	ESPANYA	41.39782897222222	2.1608655833333335	+34 932181784	MOLINA PEDROSA JAVIER	---
Restaurant La Sirena Verde	C Indústria	16	Gràcia	el Camp d'en Grassot i Gràcia Nova	08037	BARCELONA	BARCELONA	ESPANYA	41.40285543333333	2.165718361111111	+34 934762317	SERVICIOS Y RESTAURACION LA SIRENA VER	---
Restaurant La Concordia	Deu i Mata	24	Les Corts	les Corts	08014	BARCELONA	BARCELONA	ESPANYA	41.386354797222225	2.1321409444444446	+34 934196412	VAAMONDE HERVELLA M PILAR	---
Restaurant Theseo	C Comte Borrell	119	Eixample	Sant Antoni	08015	BARCELONA	BARCELONA	ESPANYA	41.380470261111114	2.158326222222222	+34 934538796	+34 934538796	---
Restaurant El Magatzem del Port *Palau de Mar	Pl Pau Vila	1	Ciutat Vella	la Barceloneta	08039	BARCELONA	BARCELONA	ESPANYA	41.3808077	2.185855722222222	+34 932210631	+34 932213334	---
Bar Can Manel	Mogent	0006	Sant Martí	el Besòs i el Maresme	08019	BARCELONA	BARCELONA	ESPANYA	41.41562241388889	2.2147062222222225	+34 933053801	MONTOLIU SANCHEZ MANUEL	---
Restaurant El Bufet Verd	C Roger de Llúria	134	Eixample	la Dreta de l'Eixample	08037	BARCELONA	BARCELONA	ESPANYA	41.39826873333333	2.162220722222222	+34 934570684	ECOTEC SCCL	---
Bar Restaurant Sas	C Sas	30	Sant Andreu	el Bon Pastor	08030	BARCELONA	BARCELONA	ESPANYA	41.43769966111111	2.204319305555556	+34 933458047	CORTADO CONESA ANTONIO	---
Restaurant La Llesca de Bailèn	C Bailèn	31	Eixample	la Dreta de l'Eixample	08010	BARCELONA	BARCELONA	ESPANYA	41.39322129722222	2.175314861111111	+34 932654504	+34 932654696	---
Pizzeria Le Due Bimbe	C Aribau	308	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.39897061111111	2.1461713055555554	+34 932005072	YUMEN WU	---
Jamaica Coffee Shop *Diagonal Mar	Av Diagonal	33*35	Sant Martí	Poble Nou	08019	BARCELONA	BARCELONA	ESPANYA	41.41042655555555	2.2164050833333335	+34 933562495	JAMAICA VIA AUGUSTA SL	---
Restaurant Fresc  Co *Ronda Universitat	Rda Universitat	29	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38699156388889	2.1670773055555554	+34 933016837	+34 934120429	frescco@frescco.com
Restaurant La Moguda	C Mallorca	197	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.390160344444446	2.1575058055555556	+34 934533260	EXMOLEAN 3000 SL	---
Restaurant Salterio	C Sant Domènec del Call	4	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38250418611111	2.1760615	+34 933025028	---	salteiroteteria@gmail.com
Restaurant Citrus	Pg Gràcia	44	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.39171853055556	2.1659763055555556	+34 934872345	+34 934872368	---
Restaurant Can Pep	C Muntaner	124	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.389580333333335	2.1556831666666665	+34 933230155	SANTIAGO CAÑADAS JOSE A	---
Restaurant Ca La Teresa	C Llenguadoc	48	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.43090591666667	2.187475472222222	+34 933113012	BOUZA DIZ PILAR	---
Restaurant Ugarit Born	C Comerç	29	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38488619722222	2.184438194444444	+34 933100873	+34 932131055	---
Restaurant Ideal Collserola	Camí V Sta Creu Olorda Vall	18	Sarrià-Sant Gervasi	Vallvidrera, el Tibidabo i les Planes	08017	BARCELONA	BARCELONA	ESPANYA	41.40942843055556	2.098036527777778	+34 934069029	+34 934068134	idealrestaurant@idealrestaurant.com
Restaurant Marina Moncho's	C Marina	19*21	Ciutat Vella	la Barceloneta	08005	BARCELONA	BARCELONA	ESPANYA	41.38708262222222	2.1965545	+34 932211514	+34 932211516	marina@monchos.com
Bar Restaurant Ca la Flauta	C Vallmajor	33	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.40094326111111	2.138636472222222	+34 934145809	+34 934143267	---
Restaurant Andalusia	Av Meridiana	30	Sant Martí	el Parc i la Llacuna del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.39532565277778	2.1871759166666664	+34 933006662	+34 933006568	---
Restaurant Maxim	Diputació	0101	Eixample	la Nova Esquerra de l'Eixample	08015	BARCELONA	BARCELONA	ESPANYA	41.38195943611111	2.1556480833333334	+34 934515971	RESTAURANTE MAXIM SL	---
Bar Can Codina	C Torrent de l'Olla	20	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.39894870277778	2.1608688333333332	+34 934574413	NAVARRO CODINA ANTONIO	---
Restaurant Casa de los Navarros	Pg Maragall	375	Horta-Guinardó	la Font d'en Fargues	08032	BARCELONA	BARCELONA	ESPANYA	41.427348216666665	2.1654265277777776	+34 934293048	+34 934204591	rcnavarros@terra.es
Bar Restaurant Los Cachitos	Rda Sant Pau	4	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.37548560277778	2.1676087777777777	+34 933292811	+34 933292811	---
Restaurant Trattoria Pizzeria Piccola Italia *Maremàgnum	Moll Espanya	5*6	Ciutat Vella	el Barri Gòtic	08039	BARCELONA	BARCELONA	ESPANYA	41.37573091111111	2.1832132777777775	+34 932258034	+34 932258034	---
Restaurant El 9 de Passeig de Gràcia	Pg Gràcia	9	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38860531666666	2.168780583333333	+34 933020275	+34 934127689	---
Bar Nervión	Princesa	2	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38416658333333	2.179073972222222	+34 933152103	DOMINGUEZ MENDOZA MANUEL	---
Restaurant Xinès Yao Yuan	Fígols	34	Les Corts	les Corts	08028	BARCELONA	BARCELONA	ESPANYA	41.38194418055556	2.1312505	+34 933397214	YAO-YUAN SCP	---
Bar La Tertulia	Artesania	88	Nou Barris	Verdun	08031	BARCELONA	BARCELONA	ESPANYA	41.441792936111106	2.173067194444444	+34 933538220	BARBERO MEJIAS JOAQUIN	---
Bar Restaurant Cal Canti	Maria Barrientos	5	Les Corts	la Maternitat i Sant Ramon	08028	BARCELONA	BARCELONA	ESPANYA	41.380205866666664	2.1268747777777777	+34 934110950	MARTIN ESTEBAN JOSE	---
Restaurant Casa Nostra	C Parlament	1	Eixample	Sant Antoni	08015	BARCELONA	BARCELONA	ESPANYA	41.37550936388889	2.1611151666666664	+34 933252730	HOMBRADOS LOPEZ PORFIRIO	---
Restaurant Nerea	Gelabert	17	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.38828193333333	2.1424228055555554	+34 934300134	BERASTEGUI FLORES BERNARDO	---
Restaurant Mesón Paris	C París	175	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.39281198333333	2.1519710555555553	+34 932012942	---	---
Restaurant Viena *Pelai	C Pelai	16	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38569615555556	2.1660876666666664	+34 933170600	+34 937450773	---
Bar Restaurant Luz	C Violant Hongria Rna Aragó	169	Sants-Montjuïc	Sants	08014	BARCELONA	BARCELONA	ESPANYA	41.38092050555556	2.135865972222222	+34 933300637	SAAB IMAD B	---
Restaurant Pizza Austral	C Cartagena	204	Eixample	la Sagrada Família	08013	BARCELONA	BARCELONA	ESPANYA	41.405904355555556	2.181468861111111	+34 932320605	+34 932454112	---
Restaurant El Triangle de les Corts	C Marquès de Sentmenat	26	Les Corts	les Corts	08014	BARCELONA	BARCELONA	ESPANYA	41.38469240277778	2.135786611111111	+34 934908602	IGLESIA DE LA CORTES M CONSUELO	---
Restaurant Madrid Barcelona-Ca La Sila	C Aragó	282	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.39253409166667	2.165634472222222	+34 932157027	PARE DOMENECH SL	---
Restaurant Du Zurdo	Pg Valldaura	166	Nou Barris	la Guineueta	08042	BARCELONA	BARCELONA	ESPANYA	41.438605652777774	2.1675061388888888	+34 934277995	PARIS ARRO M TERESA	---
Bar Restaurant Taverna de Sants	C Comtes de Bell-lloc	97	Sants-Montjuïc	Sants	08014	BARCELONA	BARCELONA	ESPANYA	41.38062323611111	2.1371361666666666	+34 934906323	LA TABERNA DE SANTS CB	---
Bar Copas Papis	Comte d'Urgell	0150	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.385940355555555	2.153785138888889	+34 933234623	ACOSTA GARCIA GINES	---
Don Sandwich *Fígols	C Fígols	38	Les Corts	les Corts	08028	BARCELONA	BARCELONA	ESPANYA	41.38203826666667	2.1316136111111113	+34 934913245	M PARRA Y F BRAVO SCP	---
La Antiga Vinya	Av Paral.lel	127	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.37480655277778	2.1596215555555554	+34 933254657	GONZALEZ ALVAREZ CONSTANTINO	---
Bar Hooka Lounge	Cera	0023	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.378912408333335	2.1662288055555554	+34 934430434	EL ESCONDITE DEL PIRATA SCP	---
Restaurant El Rincón Maya	C València	183	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.388939791666665	2.158141194444444	+34 934513946	CORREAS ESTEBAN FRANCISCO	---
Restaurant Don Picantón	C Sardenya	74	Sant Martí	el Parc i la Llacuna del Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.39194321944444	2.1886533888888886	+34 933002759	+34 934852919	---
Restaurant Dionisos *València	C València	112	Eixample	la Nova Esquerra de l'Eixample	08015	BARCELONA	BARCELONA	ESPANYA	41.383467925	2.1512455555555556	+34 932260049	1996	---
Bar Restaurant La Colla	C Art	8	Horta-Guinardó	el Guinardó	08041	BARCELONA	BARCELONA	ESPANYA	41.42147463055555	2.1786469166666667	+34 933514209	BERMEJO PAUL MARTIN M	---
Jamaica Coffee Shop *Via Laietana	Via Laietana	54	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.387268122222224	2.1746701388888887	JAMAICA VIA LAIETANA SL	---	---
Restaurant Maur	C Comte d'Urgell	9	Eixample	Sant Antoni	08011	BARCELONA	BARCELONA	ESPANYA	41.379792755555556	2.161398861111111	+34 934239829	MASANASPAN S.L.	---
Restaurant Villa Zapata	C Major de Sarrià	72	Sarrià-Sant Gervasi	Sarrià	08017	BARCELONA	BARCELONA	ESPANYA	41.39819616388889	2.1224826666666665	+34 932037620	RESTAURANTE VILLAZAPATA SL	---
Restaurant Casa Begoña	Trav Corts	0190*0192	Les Corts	les Corts	08028	BARCELONA	BARCELONA	ESPANYA	41.38268886944444	2.129647361111111	+34 934901051	SAN MATIAS RODRIGUEZ BEGO/A	---
Panet Farcit	Tordera	52	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.40194181388889	2.162026611111111	+34 934585769	XICART CARRENCA JORDI A	---
Restaurant Lido	G.V. Corts Catalanes	560	Eixample	Sant Antoni	08011	BARCELONA	BARCELONA	ESPANYA	41.383473397222225	2.1607959444444442	+34 934531177	BAR LIDO SCP	---
Bar Monica	C Font Honrada	14	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.37405849444445	2.1558100833333333	+34 933251742	GALHARDO LEONOR DA PURIFICA	---
Restaurant Braseria El Manjar de las Brasas	C Lleida	19	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.37318419444445	2.1551524166666667	+34 933255875	PICO VIEJO SL	---
Cerveseria Restaurant Antic Olímpic	Via Laietana	71	Ciutat Vella	el Barri Gòtic	08003	BARCELONA	BARCELONA	ESPANYA	41.38826995555556	2.1728421666666664	+34 933014748	+34 934125354	---
Restaurant Tasca i Vins *Cardenal Tedeschini	C Cardenal Tedeschini	32	Sant Andreu	el Congrés i els Indians	08027	BARCELONA	BARCELONA	ESPANYA	41.42619201944444	2.1832025555555554	+34 934082739	+34 934082739	---
Bar Restaurant El Cau del Call	C Call	26	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.382357669444445	2.1764091666666667	+34 933178276	RIBOT BARTOLOME JOSE	---
Restaurant Can Xus	C Horta	41	Horta-Guinardó	Horta	08031	BARCELONA	BARCELONA	ESPANYA	41.430775366666666	2.161296138888889	+34 934204552	CASA ARVI 96 SL	---
Restaurant El Convent	C Jerusalem	3	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38112295	2.1715035277777774	+34 933171052	+34 933023112	---
Restaurant Casa Julio	Garrofers	65*67	Nou Barris	Porta	08016	BARCELONA	BARCELONA	ESPANYA	41.4381085	2.1766141666666665	+34 933543368	GRAVALOSA RAMOS JULIO	---
Restaurant Se-Me	Evarist Arnús	38	Les Corts	les Corts	08014	BARCELONA	BARCELONA	ESPANYA	41.382945669444446	2.1341658333333333	+34 934903828	SERRA MERCADE PEDRO	---
Restaurant Pizzeria Tan Taran Tan *Pg Manel Girona	Pg Manuel Girona	42	Les Corts	Pedralbes	08034	BARCELONA	BARCELONA	ESPANYA	41.39104027222222	2.124304472222222	+34 932521266	PIZZERIA RESTAURANTE DI RAVANELLI SL	---
Restaurant Trobador *Enric Granados	C Enric Granados	122	Eixample	l'Antiga Esquerra de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.394496688888886	2.1536968055555556	+34 934160057	+34 932386145	---
Restaurant Bar Chirimas	Pg Fabra i Puig	266	Nou Barris	el Turó de la Peira	08031	BARCELONA	BARCELONA	ESPANYA	41.43044638333333	2.1742246111111108	+34 934084553	CHIRIMAS SL	---
Restaurant Braseria La Cova d'Or	C Béjar	66	Sants-Montjuïc	Hostafrancs	08014	BARCELONA	BARCELONA	ESPANYA	41.378150097222225	2.14440325	+34 934238281	+34 934238281	---
Restaurant Rincón de Galicia	Artesania	22	Nou Barris	la Prosperitat	08016	BARCELONA	BARCELONA	ESPANYA	41.438945749999995	2.175600944444444	+34 933536759	PIÑEIRO GONZALEZ MANUEL	---
Restaurant Telepizza *Gran de Gràcia	C Gran de Gràcia	35	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.39883897777778	2.1565151944444443	+34 934150778	TELE PIZZA SA	---
Bar Schilling	Ferran	0023	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38119456111111	2.1751716666666665	+34 933176787	SUBADOS SL	---
Bar Aurora	Aurora	0007	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.37892554166667	2.168477444444444	+34 934423044	CENTENO RODRIGUEZ FCO JAVIER	---
Cafeteria Gatto Rosa	Muntaner	0479	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.40250184722222	2.138153	+34 934173476	INDUSTRIAS SICILIANAS DE HELADOS SL	---
Restaurant Blau Cafè	C Roura	50	Sarrià-Sant Gervasi	Sant Gervasi - la Bonanova	08017	BARCELONA	BARCELONA	ESPANYA	41.40959091944444	2.125795	+34 934173705	GUILLEN PEREZ M ROSA	---
Restaurant Telepizza *Caravel·la La Niña	Caravel.la la Niña	18	Les Corts	les Corts	08017	BARCELONA	BARCELONA	ESPANYA	41.39178687222222	2.1318372222222224	+34 932050665	TELE PIZZA SA	---
Bar Sorio	Indústria	0120	Eixample	la Sagrada Família	08025	BARCELONA	BARCELONA	ESPANYA	41.40760010555555	2.1720005	+34 934557092	ONIEVA OTERO CARMEN R	---
Restaurant Telepizza *Viladomat	C Viladomat	196	Eixample	la Nova Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.384532005555556	2.1510553055555555	+34 934193060	TELE PIZZA SA	---
Restaurant Pizzeria Braseria Maur *Muntaner	C Muntaner	121	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.38968292777778	2.1551338055555553	+34 934548869	BENDITO FOOD SL	---
Restaurant Kiku Chan	Numància	133	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.38725505833333	2.1346515833333335	+34 934107247	RESTAURANTE KIKU CHAN SCP	---
Bar Restaurant Valentino's	Rda Sant Pere	12	Eixample	la Dreta de l'Eixample	08010	BARCELONA	BARCELONA	ESPANYA	41.388401225	2.171693527777778	+34 933013932	+34 933013882	---
Restaurant Delicato	Rbla Catalunya	8	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38793431944445	2.1680145555555552	+34 934125782	+34 934185572	ebadusa@farga.iñfu
Restaurant Salero	C Rec	60	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38426595833333	2.1840161666666664	+34 933198022	+34 932687005	---
Restaurant Bar Fortuny	C Pintor Fortuny	31	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.382275525	2.168812027777778	+34 933179892	BODEGAS FORTUNY SL	---
AMIGO MARE MA FRANCIS	Girona	0042	Eixample	la Dreta de l'Eixample	08010	BARCELONA	BARCELONA	ESPANYA	41.393033680555554	2.173903888888889	AMIGO MARE MA FRANCIS	---	---
Bar Restaurant Ca la Maria	C Guadiana	8	Sants-Montjuïc	Sants	08014	BARCELONA	BARCELONA	ESPANYA	41.37492800277778	2.139034222222222	+34 934218705	GIL NEBOT MARIA ROSARIO	---
Restaurant Las Murallas de Ávila	C Muntaner	7	Eixample	Sant Antoni	08011	BARCELONA	BARCELONA	ESPANYA	41.3838394	2.162908333333333	+34 934536445	LAS MURALLAS DE AVILA SL	---
Jamaica Coffee Shop *La Maquinista	Pg Potosí	2	Sant Andreu	el Bon Pastor	08030	BARCELONA	BARCELONA	ESPANYA	41.44077756666666	2.198467194444444	+34 933608743	JAMAICA FABRA I PUIG 258 SL	---
